source	translation	literal_translation
DHP395	The person who wears rag robes, who is lean, whose veins show all over the body, and who meditates alone in the forest—him I call a Brahmin.	The wearing-rag-robes person, thin, covered-with-veins, alone in the forest meditating, him I call a Brahmin.
DHP396	And I do not call one a Brahman merely by birth or maternal origin. He is merely called a 'Bhovadi' if he still has worldly attachments. One who is possessionless and unattached—him I call a Brahman.	And I do not call [him] a Brahman, [who is] womb-born, mother-produced; he is called a 'Bhovadi' if he is with possessions; [one who is] without possessions and without grasping—him I call a Brahman.
DHP397	Having cut off every fetter, whoever truly is not agitated, who has transcended clinging and is unfettered—him I call a brahmin.	Having cut all-fetter, who indeed not is-agitated, attachment-surmounting unfettered-one, him I say a-brahmin.
DHP398	Having cut the grudge and the strap, the tether with its bridle, who has lifted the crossbar, the awakened one—him I call a Brahmin.	Having cut the tie and the strap, the binding together with the bridle, who has lifted the crossbar, the awakened one, him I call a Brahmin.
DHP399	One who endures abuse, beating and binding without resentment, who has the power of patience as their strength and force—that one I call a holy person.	Abuse and beating-and-binding, who not-offended endures, having-patience-strength, having-strength-force—him I call a holy-man.
DHP400	One who is free from anger, dutiful, virtuous, without arrogance, tamed, and in his final body—him I call a Brahmin.	The one without anger, the one possessing duty, the one possessing virtue, the one without arrogance, the tamed one, the one with the last body—him I call a Brahmin.
DHP401	Like water on a lotus leaf, like a mustard seed on the point of a needle, him who does not cling to sensual pleasures—him I call a Brahmin.	As water on a lotus leaf, like a mustard seed on a needle-tip, who is not stained in sensual pleasures, him I call a Brahmin.
DHP402	Whoever understands, right here in this very life, the destruction of their own suffering, who has laid down the burden and is detached—him I call a holy man.	Whoever understands right here the destruction of their own suffering, who has dropped the burden, detached, him I call a Brahman.
DHP403	Him of profound understanding, the wise one, skilled in the right and wrong way, who has attained the ultimate goal—him I call a Brahmin.	Him with profound wisdom, the intelligent man, the expert of the path and the non-path, the one who has reached the supreme benefit—him I call an arahant.
DHP404	Him I call a Brahmin, who does not associate with householders or with the homeless, who wanders without an abode and has few desires.	Not associated with householders and with homeless ones, with both; wandering without home, with few wishes; him I call a Brahmin.
DHP405	Having laid aside violence towards all beings—both those who tremble and those who are firm—he who neither kills nor causes to kill, him I call a holy man.	Having put down the stick towards beings, towards those who tremble and those who are stationary, who neither kills nor causes to kill, him I call a holy man.
DHP406	Friendly among the hostile, peaceful among the violent, and unattached among those who cling—him I call a Brahmin.	Not hostile among the hostile, cooled among those with weapons in hand, without grasping among those with grasping—that one I call a Brahmin.
DHP407	Whose lust and hate, pride and hypocrisy have fallen away, like a mustard seed from the tip of a needle, him I call a Brahmin.	For whom passion and aversion, conceit and denigration [have been] dropped, like a mustard seed from a needle-point, him I call a holy man.
DHP408	One who should speak speech that is gentle, instructive, and true, by which one would not offend anyone—that one I call a brahmin.	One should utter smooth, instructive, true speech, by which one would not swear at anyone; him I call a brahmin.
DHP409	Whoever here in this world does not take what is not given—whether it is long or short, small or large, beautiful or ugly—him I call a Brahmin.	Whoever here long or short, small or large, beautiful or ugly, in the world not-given does not take, him I call a Brahmin.
DHP410	One for whom there are no hopes, in this world or the next; him I call a Brahmin, desireless and detached.	For whom hopes do not exist, in this world and in the next, him—desireless and detached—I call a Brahmin.
DHP411	For whom attachments no longer exist, who through knowledge is free from doubt, who has reached immersion in the Deathless—him I call a brahmin.	For whom attachments do not exist, having known, being without doubt, reached the plunge into the deathless, him I call a brahmin.
DHP412	Whoever here has transcended the tie of both merit and evil, who is sorrow-free, stainless, and pure—him I call a holy man.	Whoever here both merit and evil, both ties has transcended, sorrow-free, stainless, pure, him I say a holy man.
DHP413	Like the moon, stainless, pure, clear and unclouded, one who has destroyed craving for existence — him I call a Brahmin.	Like the moon, stainless, pure, clear, unclouded, with the joy of existence destroyed, him I call a Brahmin.
DHP414	Whoever has crossed over this obstacle, this difficult path, this wandering on, and this delusion; who has gone beyond and reached the far shore; who is a meditator, unperturbed, free from doubt, and cooled through non-clinging—him I call a brahmin.	Who this obstacle difficult, wandering-on delusion surpassed, crossed-over gone-beyond meditator, unperturbed non-how-asking, not-having-grasped quenched, him I say [is a] brahmin.
DHP415	Whoever here, having given up sensual pleasures, would wander as a homeless one, one for whom sensual existence is exhausted—him I call a brahmin.	Whoever here having abandoned sensual pleasures would wander homeless, one who has exhausted sensual existence, him I call a brahmin.
DHP416	Whoever here, having abandoned craving, would wander homeless, him in whom craving for existence is exhausted, I call a holy person.	Whoever here craving having abandoned, homeless should wander, craving-for-existence-exhausted, him I call a holy man.
DHP417	Having left behind the human bond, he has transcended the divine bond; detached from all ties, him I call a Brahmin.	Having abandoned the human yoke, he went beyond the celestial yoke, detached from all yokes, him I call a Brahmin.
DHP418	Having abandoned both delight and boredom, cooled, free from attachment, a hero who has conquered the whole world—that one I call a holy man.	Having abandoned delight and dissatisfaction, become cool, free from attachment, the conqueror of the whole world, the hero, him I call a holy man.
DHP419	Whoever knows the death and rebirth of beings in every way, unattached, well-gone, and awakened—him I call a Brahmin.	Who knew the passing away and rebirth of beings in every way, unattached, well-gone, awakened; him I call a Brahmin.
DHP420	Whose destination gods, gandhabbas, and humans do not know—him, who has destroyed the effluents, an arahant, I call a Brahmin.	Whose destination not they know, gods, gandhabbas and humans, the one who has destroyed effluents, the arahant, him I call a Brahmin.
DHP421	For whom there is nothing in the past, the future, or the present; him, who possesses nothing and is unattached, I call a true brahmin.	For whom before and after and in the middle there is not anything; him having nothing, not grasping, I call a brahmin.
DHP422	The bull-like, the noble, the hero, the great sage, the conqueror, the unperturbed, the purified, the awakened one—him I call a Brahman.	The bull-like, the noble, the hero, the great seer, the vanquisher, the unshakeable, the cleansed, the awakened; that one I call a Brahman.
DHP423	He who knows his former lives, who sees heaven and hell, and who has reached the end of rebirth; a sage who has perfected his knowledge and completed all that was to be done—him I call a true brahmin.	Who knew previous life, and sees heaven and hell, and then [is] reached to the destruction of birth, the sage [who is] perfected by direct knowledge, [who is] the mastering of all that is mastered, him I call a brahmin.
