suttacode	pts	english_title	pali_title	nikayacode	collection_name	chaptercode	chapter_name	vagga	samyutta	section	main_theme	subtopic	summary	key_excerpt1	key_excerpt2	similes	stage	training	aspect	teacher	audience	method	length	prominence	formulas	nikayas_parallels	āgamas_parallels	taisho_parallels	sanskrit_parallels	vinaya_parallels	others_parallels	partial_parallels_nā	partial_parallels_all	suggested_suttas	suttacentral	dhamma.gift	thebuddhaswords	dhammapearls	bw_legacy								
EA17.6		Sweet Fruit	EA 17.6	EA	Ekottara Āgama	EA17	EA17	T125		EA17.1-10																AN1.315	EA17.6				SF206	EA17.6; AN1.315	EA17.6; SF206:TRI17.521-#TRI17.523; AN1.315; SF206		https://suttacentral.net/ea17.6/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/17/EA_17_06.html									
EA19.1		Brahmā’s Request	EA 19.1	EA	Ekottara Āgama	EA19	EA19	T125		EA19.1-10	Spirituality	Spiritual search	What are you searching for? Are you looking for happiness in all the wrong places? Are you looking for a lasting, noble happiness?	Ignoble is  someone liable to grow old, get sick, die and is defiled searches for things with the same nature	Noble is  someone liable to grow old, get sick, die and is defiled, knowing the drawback in what is defiled, searches for the undefiled supreme sanctuary, extinguishment		Beginning	Paññā	Training	Buddha	Bhikkhus	Lecture	Detail	High		DHP183; DHP184; DHP185; MN26; MN85; SN12.4; SN12.65; SN6.1; AN4.255; DHP353; DN14; MN20; MN100; MN36; SN56.11; SN56.12; AN4.114; AN4.157; AN4.165; AN5.140; AN5.251-253; DN22; MN125; MN2; SN11.17; SN12.1; SN22.59; SN22.61; SN35.28; SN4.15; SN4.25; SN4.4; SN4.5	DA1; EA19.1; EA24.5; EA38.4; EA48.4; MA204; MA101; DA20; DA21; DA22; EA31.8; EA19.2	T1450.5; T2; T3; T4; T713; T714; T715; T765.83; T109; T110; T1450; T765; T210; T212; T213	DIVY27; SF10; SF154; SF250; SF259; SF28; SF29; SF296; SF30; SF31; SF32; SF33; SF34; SF35; SF36; SF47; SF5; SF56; SF6; SF68; SF94; SHT-SUTTA1; SHT-SUTTA28; SHT-SUTTA33; SHT-SUTTA60; SF287; SF64; SHT-SUTTA40	PLI-TV-KD1; LZH-DG-KD15; LZH-MI-KD11; LZH-MU-KD17; LZH-SARV-KD16; PLI-TV-KD17; SAN-MU-KD17; XCT-MU-KD17; pli-tv-kd1; pli-tv-kd15; pli-tv-bi-vb-pc71; pli-tv-bu-vb-pc65; pli-tv-kd16; pli-tv-kd18	LAL16; LAL17A; SAN-LO-MVU47; SAN-LO-MVU94; UF10; CATUṢPARIṢATSŪTRAII.8; SAN-LO-MVU83; D31; D337; DIVY27; LAL25; LAL26; LZH-DG-KD1; LZH-MI-KD1; LZH-SARV-KD18; SAN-LO-MVU95; SAN-MU-KD17; SF259; SF260; SF47; SF5; SF68; SHT-SUTTA28; SHT-SUTTA33; SHT-SUTTA60; CATUṢPARIṢATSŪTRA 28B10; CATUṢPARIṢATSŪTRA II.8; CATUṢPARIṢATSŪTRA III.394-3; DHP353; G3DHP21-30; G3DHP61-70; GDHP259-273; ITI38; KP1; LZH-MG-BU-PN1; LZH-MG-BU-PN5; LZH-MU-KD1; LZH-SARV-KD1; PRATĪTYASAMUTPĀDA-NĀMA MAHĀYĀNASŪTRA; SAN-LO-MVU104; SAN-LO-MVU106; SAN-LO-MVU17; SAN-LO-MVU64; SAN-LO-MVU73; SAN-LO-MVU75; SAN-LO-MVU91; SAN-LO-MVU93; SAN-MU-KD1; SF270; SF36; UD1.1; UD1.2; UD1.3; UD1.4; UD2.1; UV-KG21; UV-KG30; UV-KG33; UV21; UV30; UV33; UVS21; UVS33; XCT-MU-KD1	DHP183; DA1; EA48.4; SN12.65; MN85; PLI-TV-KD15; SN6.1; MA204; MN100; MN26; MN36; EA38.4; PE2; DHP184; DHP185; UD4.6; ITI38; PLI-TV-KD1; SN11.17; EA19.1; EA24.5; SN12.4; AN4.255; DN14; DHP353; MN20; MN4; MA101; EA31.8; DA20; DA21; DA22; PLI-TV-KD17; EA19.2; SN56.11; SN56.12; pli-tv-kd1; pli-tv-kd15; AN4.114; AN4.157; AN4.165; AN5.140; AN5.251-253; DN22; KP1; MN125; MN2; SN12.1; SN22.59; SN22.61; SN35.28; SN4.15; SN4.25; SN4.4; SN4.5; UD1.1; UD1.2; UD1.3; UD1.4; UD2.1; pli-tv-bi-vb-pc71; pli-tv-bu-vb-pc65; pli-tv-kd16; pli-tv-kd18	DHP183; PDHP342-357:PDHP357; T210.22:VGNS22.11; T212.29:VGNS29.1; T213.28:VGNS28.1; UV28:UV28.1; SAG:SAG34; UV-KG28:VUV618; SAN-LO-BU-PM:SC276; SAN-LO-MVU107:SC17; SAN-MU-BU-PM-GBM3:SC306; SAN-SARV-BU-PM-TF11:SC289; DA1; EA48.4; SHT-SUTTA1; T2; T3; T4; UF10; SF250; SF28; SF29; SF296; SF30; SF31; SF32; SF33; SF34; SF36; SF56; SN12.65; SAN-LO-MVU94; MN85; SHT-SUTTA33; PLI-TV-KD15:21.1.1-#21.3.1; SF47; SF5; SF68; SN6.1; LAL16; MA204; SHT-SUTTA60; DIVY27; LAL17A; SHT-SUTTA28; SAN-LO-MVU47; SAN-MU-KD17:SC131-#SC186; MN100:6.1-#39.1; MN26:14.1-#16.11; MN36:4.1-#42.1; LZH-DG-KD1:T0780B07-#T0788A05; LZH-MI-KD1:T0102C14-#T0104B22; EA38.4; T713; T714; T715; SF10; SF154; SF35; SF6; SF94; NE10:11.1; NE19:4.1; NE37:397.1; NE37:501.1; PE2:157.1; DHP184; PDHP239-260:PDHP239; T210.22:VGNS22.9; T210.36:VGNS36.1; T212.27:VGNS27.2; T213.26:VGNS26.2; UV26:UV26.2; UV-KG26:VUV548; UVS26:UVS26.2; SF36:SC298; SAN-SARV-BU-PM-TF11:SC283; SAN-MU-BU-PM-GBM3:SC299; DHP185; T210.22:VGNS22.10; T212.32:VGNS32.44; T213.31:VGNS31.38; UD4.6:4.1; UV31:UV31.50; UV-KG31:VUV822; UV21:UV21.18; T212.22:VGNS22.19; T213.21:VGNS21.19; UV-KG21:VUV447; UVS21:UVS21.19; ITI38:8.1; MN85:44.14; MN26:20.14; SN6.1:7.1; PLI-TV-KD1:5.7.6; SF36:SC259; MN85:44.18; MN26:20.20; PLI-TV-KD1:5.7.12; SN6.1:8.1; SAN-LO-MVU94:SC13; SN11.17:4.1; MN26; PLI-TV-KD1; SAN-MU-KD17:SC175-#SC189; EA19.1; EA24.5; SF259; LZH-MI-KD1:T0104B23; LZH-DG-KD1:T0779A07-#T0787C09; T1450.5; T765.83; MN26:22.1-#30.1; MN85:46.1-#54.1; PLI-TV-KD1:6.1.1-#6.17.1; SAN-LO-MVU94:SC29-#SC56; LAL26:VNS1-#VNS22; SAN-MU-KD17:SC175-#SC186; MN26:19.1-#21.10; MN85:43.1-#45.10; PLI-TV-KD1:5.1.1-#5.13.1; SAN-LO-MVU94:SC6-#SC28; LAL25:VNS22-#VNS62; SAN-MU-KD17:SC155-#SC157; SN12.4; SAN-MU-KD17:SC155-#SC156; CND19:14.1-#15.1; MND14:65.1; KV19.8:9.1; MIL5.5.10:1.1; MND16:31.1-#32.1; MN85:43.8-#43.12; MN26:19.8-#19.12; SN6.1:2.1-#3.1; PLI-TV-KD1:5.3.2-#5.3.6; MND14:66.1; MND16:32.1; CND19:15.1; MN26:21.6; MN85:45.6; SN6.1:10.1; PLI-TV-KD1:5.12.2; SAN-LO-MVU94:SC25; KV18.1:3.1; AN4.255; DN14:3.1.1-#3.7.17; SAN-MU-KD17:SC165-#SC212; DHP353; MN85:49.7; PLI-TV-KD1:6.8.2; SAN-LO-MVU75:SC169; T210.32:VGNS32.23; T212.22:VGNS22.1; T213.21:VGNS21.1; UV21:UV21.1; UV-KG21:VUV431; SAN-LO-MVU94:SC36; UVS21:UVS21.1; SF259:WAL10.5; KV4.8:16.1; DN14:3.7.2; DN14:3.7.8; UV21:UV21.4; T210.22:VGNS22.6; T212.22:VGNS22.5; T213.21:VGNS21.5; UV-KG21:VUV434; UVS21:UVS21.4; MN85:49.11-#49.15; PLI-TV-KD1:6.8.6-#6.8.10; SAN-LO-MVU94:SC38; LAL26:VNS26.1; SF259:WAL10.4; DN14; DN14:3.2.2-#3.2.6; DN14:3.7.13; MN20; MN4:22-26.1-#31.1; MA101; MIL5.5.11:3.1; KV4.8:16.1-#21.1; MIL5.5.11:2.1; MN85:44.10; PLI-TV-KD1:5.7.2; SN6.1:6.1; G3DHP61-70:SC66; SAN-LO-MVU94:SC23; MN85:49.24; PLI-TV-KD1:6.9.2; UV21:UV21.5; CATUṢPARIṢATSŪTRAII.8; SAN-LO-MVU94:SC42; G3DHP21-30:SC21; UV-KG21:VUV435; LAL26:VNS26.3; UVS21:UVS21.5; SF259:WAL10.8; KV4.8:21.1; NE37:441.1; MN100:9.1; MN36; SAN-MU-KD17:SC134-#SC156; EA31.8; MN100; SHT-SUTTA40; SF287; SF64; T757:T0598A04-#T0599C18; DA20; DA21; DA22; SAN-MU-KD17; XCT-MU-KD17; LZH-MU-KD17; LZH-SARV-KD16; LZH-DG-KD15; LZH-MI-KD11; PLI-TV-KD17; SAN-LO-MVU83; MN26:25.6; MN26:25.10-#25.14; MN20:7.1; MN26:20.10; MN36:12.1-#42.1; LAL16:VNS1-#VNS14; LAL17:VNS1-#VNS47; LAL18:VNS25-#VNS32; LAL22:VNS1-#VNS24; SAN-MU-KD17:SC131-#SC142; MN26:25.23; D31; D337; EA19.2; LAL25; LAL26; LZH-DG-KD1; LZH-MI-KD1; LZH-SARV-KD18; SAN-LO-MVU95; SF260; SN56.11; SN56.12; T109; T110; T1450; T765; pli-tv-kd1; pli-tv-kd15; AN4.114; AN4.157; AN4.165; AN5.140; AN5.251-253; CATUṢPARIṢATSŪTRA 28B10; CATUṢPARIṢATSŪTRA II.8; CATUṢPARIṢATSŪTRA III.394-3; DN22; G3DHP21-30; G3DHP61-70; GDHP259-273; ITI38; KP1; LZH-MG-BU-PN1; LZH-MG-BU-PN5; LZH-MU-KD1; LZH-SARV-KD1; MN125; MN2; PRATĪTYASAMUTPĀDA-NĀMA MAHĀYĀNASŪTRA; SAN-LO-MVU104; SAN-LO-MVU106; SAN-LO-MVU17; SAN-LO-MVU64; SAN-LO-MVU73; SAN-LO-MVU75; SAN-LO-MVU91; SAN-LO-MVU93; SAN-MU-KD1; SF270; SN11.17; SN12.1; SN22.59; SN22.61; SN35.28; SN4.15; SN4.25; SN4.4; SN4.5; T210; T212; T213; UD1.1; UD1.2; UD1.3; UD1.4; UD2.1; UV-KG21; UV-KG30; UV-KG33; UV21; UV30; UV33; UVS21; UVS33; XCT-MU-KD1; pli-tv-bi-vb-pc71; pli-tv-bu-vb-pc65; pli-tv-kd16; pli-tv-kd18		https://suttacentral.net/ea19.1/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/19/EA_19_01.html									
EA19.2		Two Things	EA 19.2	EA	Ekottara Āgama	EA19	EA19	T125		EA19.1-10	Sangha	Skillful qualities	A mendicant is like a king’s elephant	Mendicant listens, destroys, endures, and goes fast	Swiftly goes in the direction they’ve never gone before in all this long time; that is, the stilling of all activities, the letting go of all attachments, the ending of craving, fading away, cessation, extinguishment	Elephant royal traits like traits of a good bhikkhu	Beginning	Sīla, Samādhi, Paññā	Training	Buddha	Bhikkhus	Similes	Detail			SN22.59; SN56.12; SN56.11; DN14; MN100; MN26; MN36; MN85; SN6.1; AN4.114; AN4.157; AN4.165; AN5.140; AN5.251-253; DN22; MN125; MN2; SN11.17; SN12.1; SN22.61; SN35.28; SN4.15; SN4.25; SN4.4; SN4.5	EA19.2; MA204; EA19.1; EA24.5	T109; T110; T1450.6; T1450; T765; T210; T212; T213	SF260	pli-tv-kd1; pli-tv-kd15; pli-tv-bi-vb-pc71; pli-tv-bu-vb-pc65; pli-tv-kd16; pli-tv-kd18	ARV6; D31; D337; LAL26; SAN-LO-MVU95; LZH-DG-KD1; LZH-MI-KD1; LZH-SARV-KD18; SAN-MU-KD17; SF260; DIVY27; LAL16; LAL17A; LAL25; SAN-LO-MVU47; SAN-LO-MVU94; SF259; SF47; SF5; SF68; SHT-SUTTA28; SHT-SUTTA33; SHT-SUTTA60; CATUṢPARIṢATSŪTRA 28B10; CATUṢPARIṢATSŪTRA II.8; CATUṢPARIṢATSŪTRA III.394-3; DHP353; G3DHP21-30; G3DHP61-70; GDHP259-273; ITI38; KP1; LZH-MG-BU-PN1; LZH-MG-BU-PN5; LZH-MU-KD1; LZH-SARV-KD1; PRATĪTYASAMUTPĀDA-NĀMA MAHĀYĀNASŪTRA; SAN-LO-MVU104; SAN-LO-MVU106; SAN-LO-MVU17; SAN-LO-MVU64; SAN-LO-MVU73; SAN-LO-MVU75; SAN-LO-MVU91; SAN-LO-MVU93; SAN-MU-KD1; SF270; SF36; UD1.1; UD1.2; UD1.3; UD1.4; UD2.1; UV-KG21; UV-KG30; UV-KG33; UV21; UV30; UV33; UVS21; UVS33; XCT-MU-KD1	EA19.2; PLI-TV-KD1; MA204; SN22.59; SN56.12; SN56.11; pli-tv-kd1; DN14; EA19.1; EA24.5; MN100; MN26; MN36; MN85; SN6.1; pli-tv-kd15; AN4.114; AN4.157; AN4.165; AN5.140; AN5.251-253; DHP353; DN22; ITI38; KP1; MN125; MN2; SN11.17; SN12.1; SN22.61; SN35.28; SN4.15; SN4.25; SN4.4; SN4.5; UD1.1; UD1.2; UD1.3; UD1.4; UD2.1; pli-tv-bi-vb-pc71; pli-tv-bu-vb-pc65; pli-tv-kd16; pli-tv-kd18	ARV6; EA19.2; PLI-TV-KD1:6.17.1-#6.31.4; D31; LAL26; SAN-MU-KD17:SC186-#SC194; T109; LZH-MI-KD1:T0104B23; LZH-DG-KD1:T0788A06-#T0788C08; T1450.6; MA204; SF260; SAN-LO-MVU95; SN22.59; D337:A6-#A4; SN56.12; T110; LZH-SARV-KD18:T0448B19; PS2.7; KV20.6:2.1; NE14:16.1-#20.1; NE4:31.1-#33.1; PS2.6:1.1-#15.1; D337; SN56.11; LZH-DG-KD1; LZH-MI-KD1; LZH-SARV-KD18; SAN-MU-KD17; T1450; pli-tv-kd1; DIVY27; DN14; EA19.1; EA24.5; LAL16; LAL17A; LAL25; MN100; MN26; MN36; MN85; SAN-LO-MVU47; SAN-LO-MVU94; SF259; SF47; SF5; SF68; SHT-SUTTA28; SHT-SUTTA33; SHT-SUTTA60; SN6.1; T765; pli-tv-kd15; AN4.114; AN4.157; AN4.165; AN5.140; AN5.251-253; CATUṢPARIṢATSŪTRA 28B10; CATUṢPARIṢATSŪTRA II.8; CATUṢPARIṢATSŪTRA III.394-3; DHP353; DN22; G3DHP21-30; G3DHP61-70; GDHP259-273; ITI38; KP1; LZH-MG-BU-PN1; LZH-MG-BU-PN5; LZH-MU-KD1; LZH-SARV-KD1; MN125; MN2; PRATĪTYASAMUTPĀDA-NĀMA MAHĀYĀNASŪTRA; SAN-LO-MVU104; SAN-LO-MVU106; SAN-LO-MVU17; SAN-LO-MVU64; SAN-LO-MVU73; SAN-LO-MVU75; SAN-LO-MVU91; SAN-LO-MVU93; SAN-MU-KD1; SF270; SF36; SN11.17; SN12.1; SN22.61; SN35.28; SN4.15; SN4.25; SN4.4; SN4.5; T210; T212; T213; UD1.1; UD1.2; UD1.3; UD1.4; UD2.1; UV-KG21; UV-KG30; UV-KG33; UV21; UV30; UV33; UVS21; UVS33; XCT-MU-KD1; pli-tv-bi-vb-pc71; pli-tv-bu-vb-pc65; pli-tv-kd16; pli-tv-kd18		https://suttacentral.net/ea19.2/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/19/EA_19_02.html									
EA21.1		1. The Best Virtue	EA 21.1	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10	Conviction	Confidence	Confidence in the Buddha , the path, the dharma, and the saṅgha are the best kinds of confidence	Confidence in the Buddha , the noble eightfold path, the teaching of fading away, the Sangha, and ethics, the result is the best	"An intelligent person gives to the best, 
Settled on the best teaching. 
When they become a god or human, 
They rejoice at reaching the best"		Intro	Paññā	Practical	Buddha	People	Mixed	Detail			ITI90; AN4.34; AN5.32; SN45.139	EA21.1				ITI90	EA21.1; AN5.32; ITI90; SN45.139; AN4.34	EA21.1; AN5.32:3.1-#11.1; ITI90; SN45.139:1.1; NE37:511.1; MIL5.5.3:8.1; AN4.34; CND7:7.1; AN5.32; SN45.139		https://suttacentral.net/ea21.1/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_01.html									
EA21.2		2. Fortunate Deeds	EA 21.2	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10																									https://suttacentral.net/ea21.2/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_02.html									
EA21.3		3. Three Causes	EA 21.3	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10	Ethics	Precepts	The Buddha  explains to cunda that genuine self-purification comes about not from performing sacred rites, but by cultivating skillfulness in one's thoughts, words, and deeds.	Killing living, stealing, lying, sexual misconduct, harsh, divisive and non sense speech, covetousness, ill will and wrong views	These ten ways of doing unskillful deeds are impure and make things impure		Intro	Sīla	Practical	Buddha	People	qa	Detail			MN148; SN35.60; MN38	EA21.3; MA201		SF18; SHT-SUTTA48; SHT-SUTTA71; UP3.059		SHT-SUTTA48	EA21.3; MA201; MN148; SN35.60; MN18; AN10.176; DN2; MN27; MN76; MN94; MN101; AN10.99; AN4.198; MN51; SN35.120; DN3; DN4; DN5; DN6; DN7; DN8; DN9; DN10; DN11; DN12; DN13; MN53; MN60; MN79; MN107; MN112; AN4.14; AN4.165; AN5.76; AN5.140; AN11.17; MN39; SN35.127; SN35.240; AN3.16; AN4.37; MN33; MN38	EA21.3; MA201; SHT-SUTTA48; MN148; SHT-SUTTA71; UP3.059; SN35.60; SF18; MN18:16.1-#18.1; AN10.176:25.1; DN2:39.5-#45.1; MN27:11.1-#13.8; MN76:35-42.1; MN94:13.1-#16.7; MN101:30.1-#32.1; AN10.99:8.1-#18.1; DN2:63.1-#81.1; MN27:14.1-#22.1; MN76:35-42.1-#46.1; MN94:17.1-#22.1; MN101:34.1-#41.1; AN10.99:19.1-#30.1; AN10.99:6.1-#7.1; AN4.198:13.1-#14.1; MN101:36.1-#44.1; MN27:17.1-#25.1; MN51:18.1-#26.1; MN94:20.1-#28.1; SN35.120:3.1; DN2:64.1; DN3:2.2.1; DN4:22.10; DN5:27.4; DN6:16.1; DN7:1.7; DN8:19.5; DN9:7.6; DN10:2.2.1; DN11:9-66.1; DN12:20-55.1; DN13:40-75.1; MN27:15.1; MN51:16.1; MN53:8.1; MN60:39.1; MN79:28.4; MN94:18.1; MN101:34.1; MN107:4.1; MN112:15.1; AN4.14:1.1; AN4.165:4.1; AN4.198:11.1; AN5.76:18.1; AN5.140:11.1; AN10.99:20.1; AN11.17:6.1; MN39:8.1; SN35.127:4.1; SN35.240:2.1; AN3.16:2.1; AN4.37:3.1; MN33:20.1; MND14:100.1; MND14:103.1; KV18.9:4.1; KV10.3:6.1; PP2.4:127.1-#131.1; MN38		https://suttacentral.net/ea21.3/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_03.html									
EA21.4		4. Three Women	EA 21.4	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10	Encourage	Dear ones welfare	How to encourage and support those close to you	Friends and colleagues, relatives and family—should be encouraged, supported, and established in experiential confidence in the Buddha , Dhamma and Sangha	There might be change in the four primary elements—earth, water, air, and fire—but a noble disciple with experiential confidence in the Buddha  would never change		Intro	Paññā	Practical	Buddha	Ananda	Lecture	Brief			AN3.75	EA21.4					EA21.4; AN3.75	EA21.4; AN3.75		https://suttacentral.net/ea21.4/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_04.html									
EA21.5		5. Gopali	EA 21.5	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10	Speech	Abuse	The monk kokālika accuses Sāriputta and Moggallāna of having evil wishes. The Buddha  defends them. Later, kokālika suffers calamity and is reborn in hell	10 levels of hells and their lifespans	"A person is born
With an axe in their mouth.
A fool cuts themselves with it
When they say bad words"		Beginning	Sīla	Training	Buddha	Bhikkhus	Mixed	Detail	Medium		SN6.10; SN6.9; DHP125; DHP306; AN10.89; AN4.3	EA21.5				SNP3.10	SN6.10; EA21.5; SN6.9; SNP3.10; AN10.89; AN4.3; DHP125; JA367; SN1.22; SN7.4; DHP306; ITI48; UD4.8	SN6.10; EA21.5; SN6.9; SNP3.10:1.1-#VNS666; AN10.89:1.1-#10.1; UV8:UV8.2; T210.8:VGNS8.3; T212.9:VGNS9.2; T213.8:VGNS8.2; UV-KG8:VUV180; UVS8:UVS8.2; SN6.9:2.1; SN6.10:7.1; SNP3.10:9.1; UV8:UV8.3; T210.8:VGNS8.5; T212.9:VGNS9.4; T213.8:VGNS8.4; UV-KG8:VUV181; UVS8:UVS8.3; SN6.9:3.1; SN6.10:8.1; SNP3.10:10.1; UV8:UV8.4; T210.8:VGNS8.4; T212.9:VGNS9.5; T213.8:VGNS8.5; UV-KG8:VUV182; UVS8:UVS8.4; SN6.9:4.1; SN6.10:9.1; SNP3.10:11.1; UV8:UV8.5; T212.9:VGNS9.6; T213.8:VGNS8.6; UV-KG8:VUV183; UVS8:UVS8.5; SN6.9:5.1; SN6.10:10.1; SNP3.10:12.1; NE37:53.1; SNP3.10:8.1; SN6.10:6.1; NE37:437.1; AN4.3:3.1-#5.1; NE37:53.1-#58.1; AN10.89:7.1; AN10.89:8.1; AN10.89:9.1; AN10.89:10.1; AN10.89:15.1; DHP125; JA367:5.1; PDHP96-120:PDHP115; SN1.22:2.1; SN7.4:2.1; T210.17:VGNS17.17; T212.29:VGNS29.9; T213.28:VGNS28.9; UV28:UV28.9; UV-KG28:VUV626; DHP306; GDHP259-273:JB269; ITI48:3.1; PDHP96-120:PDHP114; T210.30:VGNS30.1; T213.8:VGNS8.1; UD4.8:12.1; UV8:UV8.1; UV-KG8:VUV179; T212.9:VGNS9.1; UVS8:UVS8.1; NE37:60.1-#62.1; AN10.89; AN4.3; SNP3.10		https://suttacentral.net/ea21.5/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_05.html									
EA21.6		6. Three Nights	EA 21.6	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10	Gradual training	Practices guaranteed	Practices that can’t fail	Senses restraint, eat in moderation, wakefulness	Laid the groundwork for ending the defilements.		Beginning	Sīla	Training	Buddha	Bhikkhus	Lecture	Detail	Medium		AN3.16	EA21.6					EA21.6; SN35.120; MN39; SN35.127; SN35.240; AN4.37; DN2; DN3; DN4; DN5; DN6; DN7; DN8; DN9; DN10; DN11; DN12; DN13; MN27; MN38; MN51; MN53; MN60; MN76; MN79; MN94; MN101; MN107; MN112; AN4.14; AN4.165; AN4.198; AN5.76; AN5.140; AN10.99; AN11.17; MN33; AN3.16	EA21.6; SN35.120:3.1-#5.1; MN39:8.1-#10.1; SN35.127:4.1; SN35.240:2.1; AN4.37:3.1-#5.1; SN35.120:3.1; DN2:64.1; DN3:2.2.1; DN4:22.10; DN5:27.4; DN6:16.1; DN7:1.7; DN8:19.5; DN9:7.6; DN10:2.2.1; DN11:9-66.1; DN12:20-55.1; DN13:40-75.1; MN27:15.1; MN38:35.1; MN51:16.1; MN53:8.1; MN60:39.1; MN76:35-42.1; MN79:28.4; MN94:18.1; MN101:34.1; MN107:4.1; MN112:15.1; AN4.14:1.1; AN4.165:4.1; AN4.198:11.1; AN5.76:18.1; AN5.140:11.1; AN10.99:20.1; AN11.17:6.1; MN39:8.1; AN4.37:3.1; MN33:20.1; MND14:100.1; MND14:103.1; KV18.9:4.1; KV10.3:6.1; AN3.16		https://suttacentral.net/ea21.6/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_06.html									
EA21.7		7. Illness	EA 21.7	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10	Noble path	Path right and wrong	The tenfold wrong path that starts from wrong views leads to failure, the tenfold right path with right views  leads to success	Right view gives rise to right thought, gives rise to right speech, gives rise to right action, gives rise to right livelihood, livelihood gives rise to right effort gives rise to right mindfulness, gives rise to right immersion gives rise to right knowledge, gives rise to right freedom	Whatever deeds come from ignorance and therefore wrong views lead to what is unlikable and suffering likewise because of right view, many skillful qualities are fully developed. noble washing that leads solely to disillusionment, dispassion, cessation, peace, insight, awakening, and	Seeds of bitter plants would lead to its bitter taste, like wrong views lead to suffering. opposite seeds of sweet plants will produce sweet taste like actions coming from right views. and doctors simil	Beginning	Sīla, Samādhi, Paññā	Practical	Buddha	Bhikkhus	Lecture	Detail	Medium		AN10.108; AN3.68	EA21.7				EA-2.45	AN10.108; EA21.7; AN3.68	AN10.108; EA21.7; AN3.68		https://suttacentral.net/ea21.7/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_07.html									
EA21.8		8. Bad Conduct	EA 21.8	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10																									https://suttacentral.net/ea21.8/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_08.html									
EA21.9		9. What’s Painful	EA 21.9	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10	Kamma	Conscience and prudence	Present & future life results  of conduct	Present & future life results  of conduct	If you fear faults, seeing the danger in faults, you can expect to be freed from all faults.”		Intro	Sīla	Practical	Buddha	Bhikkhus	Lecture	Brief			MN13	EA21.9; MA99	T53				EA21.9; MA99; AN2.1; MN129; AN6.63; MN14; MN139; SN36.20; SN36.19; MN13	EA21.9; MA99; T53; AN2.1:3.1; MN129:4.1; MND15:6.1; MND7:56.1; CND20:10.1; CND23:31.1; AN6.63:8.1; MN14:6.1-#14.1; MN139:9.1; SN36.20:2.1; SN36.19:6.1; KV8.3:9.1; CND23:166.1; MN13		https://suttacentral.net/ea21.9/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_09.html									
EA21.10		10. Insecurity	EA 21.10	EA	Ekottara Āgama	EA21	EA21	T125		EA21.1-10																									https://suttacentral.net/ea21.10/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/21/EA_21_10.html									
EA22.1		1. Offerings	EA 22.1	EA	Ekottara Āgama	EA22	EA22	T125		EA22.1-10																									https://suttacentral.net/ea22.1/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/22/EA_22_01.html									
EA22.2		2. Three Roots of Goodness	EA 22.2	EA	Ekottara Āgama	EA22	EA22	T125		EA22.1-10																									https://suttacentral.net/ea22.2/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/22/EA_22_02.html									
EA22.3		3. Three Feelings	EA 22.3	EA	Ekottara Āgama	EA22	EA22	T125		EA22.1-10																									https://suttacentral.net/ea22.3/en/patton?lang=en&layout=plain&script=latin			https://canon.dharmapearls.net/01_agama/ekottarika/22/EA_22_03.html									
